protein_id	gene_symbol	mol_weight_kd	mol_weight
SYT13	Syt13	46.86925740000002	46869.257400000024	normal
LCE3A	Lce3a	10.008174099999996	10008.174099999997	normal
LCE3B	Lce3b	10.205414999999995	10205.414999999995	normal
CAPN10	Capn10	74.59527370000025	74595.27370000025	normal
CAPN10	Capn10	29.946012600000017	29946.012600000016	normal
LCE3C	Lce3c	9.992174699999996	9992.174699999996	normal
LCE3D	Lce3d	10.035199399999996	10035.199399999996	normal
SLC6A2	Slc6a2	69.25428510000027	69254.28510000027	normal
SLC6A2	Slc6a2	69.25428510000027	69254.28510000027	normal
LCE3E	Lce3e	10.052226699999995	10052.226699999996	normal
PRDM11	Prdm11	133.7524629000008	133752.4629000008	normal
PRDM11	Prdm11	63.38263430000024	63382.63430000024	normal
GPR35	Gpr35	34.15151630000005	34151.51630000005	normal
GPR35	Gpr35	10.04848969999999	10048.489699999991	normal
PRDM11	Prdm11	63.38263430000024	63382.63430000024	normal
GPR35	Gpr35	34.15151630000005	34151.51630000005	normal
GPR35	Gpr35	34.15151630000005	34151.51630000005	normal
PRDM11	Prdm11	51.77136080000019	51771.36080000019	normal
LCE3F	Lce3f	10.022200699999996	10022.200699999996	normal
AQP12	Aqp12	31.289563000000022	31289.563000000024	normal
PCDH9	Pcdh9	136.14294110000037	136142.94110000037	normal
PCDH9	Pcdh9	132.2848776000004	132284.8776000004	normal
PCDH9	Pcdh9	131.71915250000046	131719.15250000046	normal
CRCT1	Crct1	9.776798799999996	9776.798799999997	normal
CRCT1	Crct1	9.776798799999996	9776.798799999997	normal
KIF1A	Kif1a	191.85080769999993	191850.80769999995	normal
PCDH9	Pcdh9	136.14294110000037	136142.94110000037	normal
KIF1A	Kif1a	192.04606589999992	192046.06589999993	normal
LCE1M	Lce1m	16.239228599999986	16239.228599999988	normal
KIF1A	Kif1a	202.1715809999997	202171.58099999969	normal
KIF1A	Kif1a	190.9738947	190973.89469999998	normal
KIF1A	Kif1a	191.80780299999986	191807.80299999987	normal
CES1A	Ces1a	61.742839100000126	61742.83910000013	normal
CFAP54	Cfap54	92.64184360000073	92641.84360000072	normal
CMYA5	Cmya5	405.5731228000001	405573.12280000007	normal
SOWAHB	Sowahb	83.54059190000049	83540.5919000005	normal
CES1B	Ces1b	62.19624620000015	62196.24620000015	normal
TDPOZ8	Tdpoz8	27.35138480000003	27351.38480000003	normal
TDPOZ8	Tdpoz8	35.99646090000008	35996.46090000008	normal
TDPOZ8	Tdpoz8	27.35138480000003	27351.38480000003	normal
FAM181B	Fam181b	39.14778669999999	39147.78669999999	normal
SEPTIN11	Septin11	49.34062730000008	49340.62730000008	normal
SEPTIN11	Septin11	48.97829010000007	48978.29010000007	normal
SEPTIN11	Septin11	48.964220400000066	48964.220400000064	normal
SEPTIN11	Septin11	49.69406390000007	49694.06390000007	normal
SEPTIN11	Septin11	49.78114120000007	49781.14120000007	normal
CAR10	Car10	11.72542479999999	11725.42479999999	normal
CAR10	Car10	18.985481799999995	18985.481799999994	normal
CAR10	Car10	37.562466800000024	37562.466800000024	normal
CAR10	Car10	34.95156840000003	34951.568400000026	normal
CES1C	Ces1c	61.05503520000009	61055.03520000009	normal
CAR10	Car10	37.562466800000024	37562.466800000024	normal
AGXT	Agxt	45.91170420000001	45911.70420000001	normal
CRNN	Crnn	58.04011600000023	58040.116000000235	normal
CRNN	Crnn	58.04011600000023	58040.116000000235	normal
TENT2	Tent2	55.40723610000005	55407.236100000046	normal
TENT2	Tent2	55.932855800000034	55932.855800000034	normal
MAB21L4	Mab21l4	50.53444630000009	50534.44630000009	normal
MAB21L4	Mab21l4	50.53444630000009	50534.44630000009	normal
CDK17	Cdk17	59.505414000000094	59505.41400000009	normal
CES1D	Ces1d	61.78703510000011	61787.03510000011	normal
CROCC2	Crocc2	186.62854540000063	186628.54540000064	normal
CCNI	Ccni	42.196621300000075	42196.62130000007	normal
TRP53I11	Trp53i11	20.910465800000008	20910.46580000001	normal
TRP53I11	Trp53i11	20.910465800000008	20910.46580000001	normal
ADCYAP1	Adcyap1	19.380781799999998	19380.781799999997	normal
ADCYAP1	Adcyap1	19.380781799999998	19380.781799999997	normal
FLG2	Flg2	248.5892367999995	248589.2367999995	normal
CES1E	Ces1e	61.5809650000001	61580.9650000001	normal
CES1E	Ces1e	61.50988710000009	61509.887100000095	normal
TSPAN18	Tspan18	27.800608400000012	27800.608400000012	normal
TSPAN18	Tspan18	27.800608400000012	27800.608400000012	normal
2010109A12RIK	2010109A12Rik	13.890767499999987	13890.767499999987	normal
SNED1	Sned1	151.56517540000024	151565.17540000024	normal
GXYLT1	Gxylt1	42.479436500000034	42479.43650000003	normal
GXYLT1	Gxylt1	46.4901129	46490.1129	normal
GXYLT1	Gxylt1	50.254425300000015	50254.42530000002	normal
ELK3	Elk3	44.41325610000009	44413.25610000009	normal
ELK3	Elk3	16.053447699999982	16053.447699999982	normal
CES1F	Ces1f	61.61150360000007	61611.50360000007	normal
CCNG2	Ccng2	38.84747220000012	38847.47220000012	normal
CCNG2	Ccng2	38.84747220000012	38847.47220000012	normal
YAF2	Yaf2	19.654788199999984	19654.788199999984	normal
ARX	Arx	58.489628800000254	58489.62880000025	normal
ARX	Arx	58.489628800000254	58489.62880000025	normal
MTERF4	Mterf4	35.36795290000007	35367.95290000007	normal
MTERF4	Mterf4	40.24872800000007	40248.72800000007	normal
MTERF4	Mterf4	27.60985520000004	27609.85520000004	normal
CES1G	Ces1g	62.67911010000012	62679.11010000012	normal
HOMER1	Homer1	21.528539499999987	21528.539499999988	normal
HOMER1	Homer1	26.56458800000001	26564.58800000001	normal
HOMER1	Homer1	20.911997499999995	20911.997499999994	normal
POLA1	Pola1	167.3379437000003	167337.9437000003	normal
HOMER1	Homer1	41.41247600000002	41412.47600000002	normal
HOMER1	Homer1	20.749999000000017	20749.999000000018	normal
HOMER1	Homer1	21.94524170000002	21945.24170000002	normal
HOMER1	Homer1	40.217233300000025	40217.23330000002	normal
HOMER1	Homer1	22.774894699999994	22774.894699999993	normal
HOMER1	Homer1	25.77350340000004	25773.503400000038	normal
HOMER1	Homer1	21.534757700000004	21534.757700000002	normal
HOMER1	Homer1	42.08339140000003	42083.39140000003	normal
PASK	Pask	151.24813550000047	151248.13550000047	normal
HRNR	Hrnr	323.3650138999966	323365.0138999966	normal
HRNR	Hrnr	340.6602939999962	340660.2939999962	normal
TUSC1	Tusc1	22.712106899999988	22712.106899999988	normal
PPP1R7	Ppp1r7	41.291458900000045	41291.45890000004	normal
CES1H	Ces1h	62.08665390000011	62086.65390000011	normal
ANO7	Ano7	95.49499360000061	95494.99360000061	normal
ANO7	Ano7	97.12677480000067	97126.77480000067	normal
ZCRB1	Zcrb1	24.4543705	24454.3705	normal
ZCRB1	Zcrb1	24.5824997	24582.4997	normal
RPTN	Rptn	128.61783540000016	128617.83540000016	normal
PPHLN1	Pphln1	33.84146850000003	33841.46850000003	normal
PPHLN1	Pphln1	43.80654890000008	43806.54890000008	normal
PPHLN1	Pphln1	35.95682780000004	35956.82780000004	normal
PPHLN1	Pphln1	33.84146850000003	33841.46850000003	normal
PPHLN1	Pphln1	33.84146850000003	33841.46850000003	normal
HDLBP	Hdlbp	141.74117490000046	141741.17490000045	normal
HDLBP	Hdlbp	141.74117490000046	141741.17490000045	normal
HDLBP	Hdlbp	134.21058870000059	134210.58870000058	normal
CD82	Cd82	29.628192100000035	29628.192100000037	normal
CD82	Cd82	29.628192100000035	29628.192100000037	normal
CD82	Cd82	29.628192100000035	29628.192100000037	normal
CD82	Cd82	29.628192100000035	29628.192100000037	normal
JMY	Jmy	110.55461010000069	110554.61010000069	normal
TCHH	Tchh	208.2168258999999	208216.82589999988	normal
LTA4H	Lta4h	69.05008430000017	69050.08430000016	normal
JMY	Jmy	49.61310420000003	49613.10420000003	normal
TCHHL1	Tchhl1	70.70587730000032	70705.87730000033	normal
SEPTIN2	Septin2	41.52504240000008	41525.04240000008	normal
SEPTIN2	Septin2	41.52504240000008	41525.04240000008	normal
SEPTIN2	Septin2	36.97788650000008	36977.88650000008	normal
SEPTIN2	Septin2	41.52504240000008	41525.04240000008	normal
GM16427	Gm16427	55.050666200000066	55050.666200000065	normal
GM16427	Gm16427	55.050666200000066	55050.666200000065	normal
HAL	Hal	72.25701860000032	72257.01860000032	normal
CES5A	Ces5a	64.16584780000021	64165.84780000021	normal
PRICKLE1	Prickle1	94.13006200000076	94130.06200000076	normal
PRICKLE1	Prickle1	94.13006200000076	94130.06200000076	normal
CES5A	Ces5a	64.16584780000021	64165.84780000021	normal
FARP2	Farp2	121.27910310000081	121279.10310000081	normal
FARP2	Farp2	87.86124620000061	87861.2462000006	normal
S100A11	S100a11	11.08256839999999	11082.568399999991	normal
AMDHD1	Amdhd1	46.488152800000094	46488.15280000009	normal
CCDC38	Ccdc38	65.83414370000023	65834.14370000022	normal
CCDC38	Ccdc38	61.69662100000014	61696.621000000145	normal
S100A10	S100a10	11.185934599999989	11185.93459999999	normal
S100A10	S100a10	11.185934599999989	11185.93459999999	normal
SNRPF	Snrpf	9.725095500000002	9725.095500000001	normal
SETD4	Setd4	49.809166200000064	49809.166200000065	normal
SETD4	Setd4	49.809166200000064	49809.166200000065	normal
CBR1	Cbr1	30.640835600000024	30640.835600000024	normal
CBR1	Cbr1	14.887858699999981	14887.85869999998	normal
BHMT	Bhmt	45.01998020000005	45019.98020000005	normal
STK25	Stk25	48.157154000000084	48157.15400000008	normal
GM5678	Gm5678	30.673868700000025	30673.868700000025	normal
C87414	C87414	55.049887400000074	55049.88740000007	normal
C87414	C87414	31.72796270000002	31727.962700000022	normal
NTN4	Ntn4	69.86625040000028	69866.25040000028	normal
ALX4	Alx4	42.762164700000106	42762.1647000001	normal
ALX4	Alx4	35.89186450000005	35891.86450000005	normal
TDPOZ2	Tdpoz2	41.0679918000001	41067.9918000001	normal
PCYT1B	Pcyt1b	38.75914040000012	38759.14040000012	normal
BHMT2	Bhmt2	39.87117730000001	39871.1773	normal
EXT2	Ext2	66.49560090000021	66495.60090000021	normal
TDPOZ1	Tdpoz1	41.583592700000096	41583.592700000096	normal
TDPOZ1	Tdpoz1	41.583592700000096	41583.592700000096	normal
DMGDH	Dmgdh	97.25360370000064	97253.60370000063	normal
PCYT1B	Pcyt1b	41.899591700000116	41899.59170000011	normal
MAGI1	Magi1	139.02804660000035	139028.04660000035	normal
MAGI1	Magi1	161.9723384000004	161972.33840000042	normal
MAGI1	Magi1	127.52120650000055	127521.20650000054	normal
MAGI1	Magi1	138.4002081000009	138400.2081000009	normal
MAGI1	Magi1	110.79020500000087	110790.20500000086	normal
CBR3	Cbr3	30.95303500000003	30953.03500000003	normal
BOK	Bok	23.456034600000006	23456.034600000006	normal
BOK	Bok	23.456034600000006	23456.034600000006	normal
TDPOZ6	Tdpoz6	38.383842600000094	38383.84260000009	normal
EXT2	Ext2	82.06339740000037	82063.39740000037	normal
THAP4	Thap4	62.56993680000011	62569.936800000105	normal
THAP4	Thap4	18.648068800000004	18648.068800000005	normal
DOP1B	Dop1b	257.4803102000007	257480.3102000007	normal
DOP1B	Dop1b	244.07383950000056	244073.83950000055	normal
ATG4B	Atg4b	44.40292240000009	44402.92240000008	normal
PDK3	Pdk3	47.92240660000005	47922.40660000005	normal
ARSB	Arsb	59.70438360000005	59704.38360000005	normal
GM5773	Gm5773	41.53654050000012	41536.54050000012	normal
DTYMK	Dtymk	23.914243100000007	23914.243100000007	normal
DTYMK	Dtymk	17.621194400000004	17621.194400000004	normal
TDPOZ4	Tdpoz4	42.19588090000011	42195.88090000011	normal
DTYMK	Dtymk	8.947185199999995	8947.185199999994	normal
ING5	Ing5	27.798262300000022	27798.262300000024	normal
ING5	Ing5	24.57259140000001	24572.591400000012	normal
GNAO1	Gnao1	40.08410360000002	40084.10360000002	normal
GNAO1	Gnao1	40.08410360000002	40084.10360000002	normal
GNAO1	Gnao1	40.03599810000004	40035.99810000004	normal
D2HGDH	D2hgdh	58.574953000000114	58574.95300000012	normal
D2HGDH	D2hgdh	61.07203680000012	61072.03680000012	normal
TDPOZ3	Tdpoz3	41.52063370000008	41520.633700000086	normal
MORC3	Morc3	106.52126340000034	106521.26340000033	normal
MORC3	Morc3	106.52126340000034	106521.26340000033	normal
ACCS	Accs	56.87818740000015	56878.18740000015	normal
USP44	Usp44	80.47806170000035	80478.06170000035	normal
ACCS	Accs	54.49159630000013	54491.596300000136	normal
ACCS	Accs	54.49159630000013	54491.596300000136	normal
GM7792	Gm7792	55.00562880000006	55005.628800000064	normal
ACCSL	Accsl	66.12779560000016	66127.79560000016	normal
METAP2	Metap2	52.921186899999995	52921.18689999999	normal
UTP18	Utp18	61.21748400000015	61217.48400000015	normal
METAP2	Metap2	52.921186899999995	52921.18689999999	normal
METAP2	Metap2	50.526448300000006	50526.448300000004	normal
METAP2	Metap2	54.11650719999999	54116.507199999985	normal
GAL3ST2	Gal3st2	47.11155870000007	47111.55870000007	normal
CHAF1B	Chaf1b	63.13141190000015	63131.41190000015	normal
CHAF1B	Chaf1b	63.13141190000015	63131.41190000015	normal
MBTD1	Mbtd1	70.6686318000003	70668.6318000003	normal
MBTD1	Mbtd1	69.82696820000022	69826.96820000022	normal
MBTD1	Mbtd1	70.6686318000003	70668.6318000003	normal
MBTD1	Mbtd1	56.18382220000011	56183.82220000011	normal
MBTD1	Mbtd1	48.169466000000085	48169.46600000009	normal
GAL3ST2B	Gal3st2b	46.90823190000006	46908.231900000064	normal
CLDN14	Cldn14	25.61382059999999	25613.82059999999	normal
CLDN14	Cldn14	25.61382059999999	25613.82059999999	normal
CLDN14	Cldn14	25.61382059999999	25613.82059999999	normal
GM16429	Gm16429	55.274325000000076	55274.32500000008	normal
GM16429	Gm16429	55.274325000000076	55274.32500000008	normal
GAL3ST2B	Gal3st2b	47.06848750000006	47068.48750000006	normal
GM9117	Gm9117	41.67364560000011	41673.645600000105	normal
GM9117	Gm9117	41.67364560000011	41673.645600000105	normal
NME2	Nme2	17.362863800000003	17362.863800000003	normal
NME2	Nme2	17.362863800000003	17362.863800000003	normal
GM20390	Gm20390	30.199657000000002	30199.657000000003	normal
GM13889	Gm13889	13.784631499999993	13784.631499999992	normal
GM13889	Gm13889	26.494738599999998	26494.738599999997	normal
NME1	Nme1	17.207595099999995	17207.595099999995	normal
TDPOZ5	Tdpoz5	38.86933240000007	38869.33240000007	normal
NME1	Nme1	13.241111099999987	13241.111099999987	normal
VEZT	Vezt	88.48320470000046	88483.20470000045	normal
VEZT	Vezt	87.98561640000047	87985.61640000046	normal
AU015836	AU015836	11.915843899999985	11915.843899999985	normal
AU015836	AU015836	30.528981100000028	30528.981100000026	normal
AU015836	AU015836	12.956084399999986	12956.084399999985	normal
VEZT	Vezt	70.69007800000024	70690.07800000024	normal
AMFR	Amfr	72.75195790000035	72751.95790000034	normal
VEZT	Vezt	73.11475630000027	73114.75630000027	normal
ALKBH3	Alkbh3	33.30127310000006	33301.27310000006	normal
ALKBH3	Alkbh3	33.060928100000055	33060.928100000056	normal
GAL3ST2C	Gal3st2c	47.12171780000007	47121.71780000007	normal
SPAG9	Spag9	144.70203070000028	144702.03070000026	normal
NUDT21	Nudt21	26.239943300000014	26239.943300000014	normal
NUDT21	Nudt21	25.197013600000012	25197.013600000013	normal
NEU4	Neu4	54.99583290000011	54995.83290000011	normal
NEU4	Neu4	52.425860800000095	52425.8608000001	normal
HSD17B12	Hsd17b12	34.74139100000001	34741.39100000001	normal
FGD6	Fgd6	155.16754700000055	155167.54700000054	normal
OGFOD1	Ogfod1	62.733566600000124	62733.56660000012	normal
OGFOD1	Ogfod1	57.853183800000096	57853.18380000009	normal
OGFOD1	Ogfod1	61.15880370000012	61158.80370000012	normal
PDCD1	Pdcd1	31.84175100000002	31841.75100000002	normal
SPAG9	Spag9	127.67888440000048	127678.88440000049	normal
SPAG9	Spag9	127.90314550000049	127903.1455000005	normal
SPAG9	Spag9	127.24246860000054	127242.46860000053	normal
SPAG9	Spag9	127.91322500000048	127913.22500000049	normal
TDPOZ9	Tdpoz9	41.67364560000011	41673.645600000105	normal
TDPOZ9	Tdpoz9	41.67364560000011	41673.645600000105	normal
LHFPL2	Lhfpl2	23.872867000000003	23872.867000000002	normal
BC061212	BC061212	55.54956980000009	55549.56980000009	normal
BBS2	Bbs2	79.93064890000038	79930.64890000038	normal
TDPOZ7	Tdpoz7	38.86933240000007	38869.33240000007	normal
ZFX	Zfx	90.02538870000045	90025.38870000045	normal
ZFX	Zfx	90.02538870000045	90025.38870000045	normal
ZFX	Zfx	90.02538870000045	90025.38870000045	normal
GM6351	Gm6351	56.20015590000012	56200.15590000012	normal
GM6351	Gm6351	56.043970200000125	56043.97020000013	normal
SIM2	Sim2	72.51190440000035	72511.90440000035	normal
ZFX	Zfx	24.26417160000002	24264.17160000002	normal
HLCS	Hlcs	36.14708480000003	36147.08480000003	normal
HLCS	Hlcs	78.51551460000034	78515.51460000034	normal
HLCS	Hlcs	78.51551460000034	78515.51460000034	normal
HLCS	Hlcs	94.90637270000046	94906.37270000046	normal
MT4	Mt4	6.276566400000002	6276.5664000000015	normal
NR2C1	Nr2c1	65.47519290000028	65475.192900000286	normal
NR2C1	Nr2c1	65.47519290000028	65475.192900000286	normal
MT3	Mt3	7.0092338000000005	7009.233800000001	normal
MT3	Mt3	8.669162100000001	8669.162100000001	normal
MT3	Mt3	4.633428200000001	4633.428200000001	normal
NR2C1	Nr2c1	65.47519290000028	65475.192900000286	normal
MT2	Mt2	6.1152534	6115.2534000000005	normal
LHFPL2	Lhfpl2	23.872867000000003	23872.867000000002	normal
MT2	Mt2	7.761896	7761.896	normal
LHFPL2	Lhfpl2	23.872867000000003	23872.867000000002	normal
SPOPFM2	Spopfm2	40.82433120000011	40824.33120000011	normal
SPOPFM2	Spopfm2	40.82433120000011	40824.33120000011	normal
MT1	Mt1	6.018138200000003	6018.138200000003	normal
MT1	Mt1	13.757859599999982	13757.859599999982	normal
MT1	Mt1	4.2105981	4210.5981	normal
EIF2S3X	Eif2s3x	51.06484439999999	51064.844399999994	normal
SPOPFM3	Spopfm3	40.91856320000007	40918.56320000007	normal
NDUFA12	Ndufa12	17.08619999999999	17086.19999999999	normal
NDUFA12	Ndufa12	17.632906899999995	17632.906899999994	normal
EIF2S3X	Eif2s3x	37.1937301	37193.7301	normal
SCAMP1	Scamp1	38.028148300000076	38028.14830000007	normal
SCAMP1	Scamp1	32.33805270000007	32338.05270000007	normal
SCAMP1	Scamp1	32.33805270000007	32338.05270000007	normal
TOB1	Tob1	40.05536720000006	40055.367200000066	normal
NUP93	Nup93	93.2799656000006	93279.96560000059	normal
NUP93	Nup93	93.2799656000006	93279.96560000059	normal
GM3106	Gm3106	55.13576720000007	55135.76720000007	normal
NUP93	Nup93	93.2799656000006	93279.96560000059	normal
KLHL15	Klhl15	27.521369200000038	27521.369200000037	normal
KLHL15	Klhl15	69.74398100000026	69743.98100000026	normal
KLHL15	Klhl15	28.755641200000042	28755.641200000042	normal
KLHL15	Klhl15	27.521369200000038	27521.369200000037	normal
KLHL15	Klhl15	69.74398100000026	69743.98100000026	normal
KLHL15	Klhl15	69.74398100000026	69743.98100000026	normal
WFIKKN2	Wfikkn2	63.332777100000186	63332.77710000019	normal
SPOPFM1	Spopfm1	41.00984350000007	41009.843500000075	normal
NUP93	Nup93	80.0814280000004	80081.42800000041	normal
ADAMTS20	Adamts20	212.06609549999976	212066.09549999976	normal
GM21885	Gm21885	16.646634299999995	16646.634299999994	normal
LUC7L3	Luc7l3	56.7778020000002	56777.8020000002	normal
LUC7L3	Luc7l3	51.4495765000002	51449.5765000002	normal
LUC7L3	Luc7l3	58.43500590000022	58435.00590000022	normal
LUC7L3	Luc7l3	51.4495765000002	51449.5765000002	normal
GM4792	Gm4792	20.5584776	20558.4776	normal
TTC17	Ttc17	69.64173210000016	69641.73210000015	normal
TTC17	Ttc17	129.32365740000094	129323.65740000094	normal
TTC17	Ttc17	135.51919830000097	135519.19830000098	normal
A430089I19RIK	A430089I19Rik	46.75644770000009	46756.447700000084	normal
THEM4	Them4	26.030964400000023	26030.964400000023	normal
GM6502	Gm6502	56.07501400000012	56075.01400000012	normal
ADAMTS20	Adamts20	158.02544470000035	158025.44470000034	normal
TTC17	Ttc17	108.13192050000096	108131.92050000095	normal
ANKRD40	Ankrd40	40.55950329999998	40559.50329999998	normal
ANKRD40	Ankrd40	35.764158999999964	35764.15899999996	normal
ANKRD40	Ankrd40	36.04642979999996	36046.42979999996	normal
RIPPLY3	Ripply3	16.964394499999994	16964.394499999995	normal
SLC12A3	Slc12a3	110.69309440000086	110693.09440000086	normal
SLC12A3	Slc12a3	105.45999840000079	105459.99840000078	normal
AA792892	AA792892	31.912055800000033	31912.055800000035	normal
CXORF58	CXorf58	43.03931060000003	43039.310600000026	normal
THEM5	Them5	27.8646345	27864.6345	normal
THEM5	Them5	33.58649130000002	33586.49130000002	normal
ABCC3	Abcc3	169.22074070000005	169220.74070000005	normal
ABCC3	Abcc3	169.14966280000004	169149.66280000005	normal
FAM90A1B	Fam90a1b	47.669840200000074	47669.84020000007	normal
FAM90A1B	Fam90a1b	47.669840200000074	47669.84020000007	normal
PIGP	Pigp	15.431073899999987	15431.073899999987	normal
