protein_id	gene_symbol	mol_weight_kd	mol_weight
Q8JZS9	Mrpl48	23.952	23952
Q8JZU2	Slc25a1	33.931	33931
Q8JZV7	Amdhd2	43.5	43500
Q8JZV9	Bdh2	26.753	26753
Q8JZX4	Rbm17	45.303	45303
Q8JZY2	Commd10	22.812	22812
Q8JZY4	Kiaa0391	66.856	66856
Q8JZZ0	Ugt3a2	59.672	59672
Q8K003;REV__P18894;Q8C163;Q8VCD3	Tma7	7.0662	7066.2
Q8K010	Oplah	137.61	137610
Q8K019	Bclaf1	106	106000
Q8K021	Scamp1	38.028	38028
Q8K023	Akr1c18	37.176	37176
Q8K083	Znf536	141.57	141570
Q8K0C4	Cyp51a1	56.775	56775
Q8K0C9	Gmds	41.984	41984
Q8K0D5	Gfm1	83.549	83549
Q8K0E8;CON__P02676	Fgb	54.752	54752
Q8K0G5	Tssc1	43.126	43126
Q8K0G8;Q3US41	Esrp2	77.36	77360
Q8K0H1	Slc47a1	61.641	61641
Q8K0L2	Entpd8	54.65	54650
Q8K0L9	Zbtb20	81.033	81033
Q8K0P3	Tldc1	50.844	50844
Q8K0R6	Gltpd2	34.453	34453
Q8K0S5	Rtn4rl1	49.836	49836
Q8K0T0	Rtn1	83.571	83571
Q8K0U4	Hspa12a	74.87	74870
Q8K0V4	Cnot3	81.945	81945
Q8K0Y7	Paxx	21.977	21977
Q8K0Z7	Taco1	32.314	32314
Q8K114	Ints9	74.077	74077
Q8K124	Plekho2	53.872	53872
Q8K157	Galm	37.798	37798
Q8K182	C8a	66.08	66080
Q8K183	Pdxk	35.015	35015
Q8K190	Saysd1	20.703	20703
Q8K199	Cmc2	9.4186	9418.6
Q8K1B8	Fermt3	75.634	75634
Q8K1C0	Angel2	62.412	62412
Q8K1C9	Lrrc41	88.179	88179
Q8K1E0	Stx5	39.713	39713
Q8K1E6	Alkbh3	33.061	33061
Q8K1H1	Tdrd7	122.17	122170
Q8K1J5	Sde2	48.58	48580
Q8K1J6	Trnt1	49.895	49895
Q8K1K6	Serpinb10	45.115	45115
Q8K1M6	Dnm1l	82.657	82657
Q8K1N1	Pnpla8	87.38	87380
Q8K1N2	Phldb2	141.48	141480
Q8K1R3	Pnpt1	85.682	85682
Q8K1R7	Nek9	107.14	107140
Q8K1S2	Unc5d	106.35	106350
Q8K1X1	Wdr11	135.94	135940
Q8K1Z0	Coq9	35.082	35082
Q8K201	Kct2	28.05	28050
Q8K211	Slc31a1	21.961	21961
Q8K215	Lyrm4	10.854	10854
Q8K224	Nat10	115.42	115420
Q8K268	Abcf3	79.864	79864
Q8K273	Mmgt1	14.677	14677
Q8K274	Fn3krp	34.468	34468
Q8K284	Gtf3c1	237.47	237470
Q8K285	Fcho1	95.121	95121
Q8K297	Colgalt1	71.06	71060
Q8K2A8	Alg3	50.185	50185
Q8K2B3	Sdha	72.585	72585
Q8K2C6	Sirt5	34.134	34134
Q8K2C7	Os9	76.107	76107
Q8K2C8	Agpat6	52.181	52181
Q8K2C9	Hacd3	43.131	43131
Q8K2F0	Brd3	79.761	79761
Q8K2F8	Lsm14a	50.545	50545
Q8K2H1	Pphln1	43.835	43835
Q8K2H2	Otud6b	33.758	33758
Q8K2I3	Fmo2	60.974	60974
Q8K2I4	Manba	100.83	100830
Q8K2I9	Fbxo18	118.3	118300
Q8K2J7	Rell1	29.351	29351
Q8K2K6	Agfg1	58.042	58042
Q8K2L8	Trappc12	87.693	87693
Q8K2M0	Mrpl38	45.029	45029
Q8K2Q0	Commd9	21.85	21850
Q8K2Q7	Brox	46.201	46201
Q8K2Q9	Kiaa1598	71.342	71342
Q8K2T1	Nmral1	34.376	34376
Q8K2T4	Uqcc3	9.5839	9583.9
Q8K2T8	Paf1	60.518	60518
Q8K2V1	Ppp4r1	106.3	106300
Q8K2V6	Ipo11	112.41	112410
Q8K2X1	Atp10d	158.33	158330
Q8K2X8	Gtf2h5	8.0373	8037.3
Q8K2Y7	Mrpl47	29.725	29725
Q8K304	Tmem129	40.627	40627
Q8K310	Matr3	94.629	94629
Q8K337	Inpp5b	112.76	112760
Q8K354	Cbr3	30.953	30953
Q8K358	Pigu	49.804	49804
Q8K370	Acad10	118.98	118980
Q8K385	FRRS1	66.047	66047
Q8K3C3	Lzic	21.536	21536
Q8K3H0	Appl1	79.327	79327
Q8K3H5	Myo3a	184.73	184730
Q8K3J1	Ndufs8	24.038	24038
Q8K3J9	Gprc5c	48.421	48421
Q8K3K7	Agpat2	31.01	31010
Q8K3K8	Optn	67.017	67017
Q8K3P0	Sdr9c7	35.148	35148
Q8K3V4	Padi6	76.778	76778
Q8K3W0	Bre	43.544	43544
Q8K411	Pitrm1	117.37	117370
Q8K440	Abca8b	183.04	183040
Q8K441;Q8K449;Q8K442	Abca6	183.28	183280
Q8K4F5	Abhd11	33.56	33560
Q8K4F6	Nsun5	51.029	51029
Q8K4G5	Ablim1	96.804	96804
Q8K4H1	Afmid	34.228	34228
Q8K4J6;P59759	Mkl1;Mkl2	102.54	102540
Q8K4K6;Q8R2W9	Pank1	60.091	60091
Q8K4L3	Svil	243.16	243160
Q8K4M5	Commd1	20.996	20996
Q8K4P0	Wdr33	145.27	145270
Q8K4Q0	Rptor	149.47	149470
Q8K4R4	Pitpnc1	38.383	38383
Q8K4Z3	Apoa1bp	30.972	30972
Q8K4Z5	Sf3a1	88.544	88544
Q8K561;Q9CQ58	Otoa;Prl8a9	126.43	126430
Q8K592	Amhr2	61.194	61194
Q8K5B2	Mcfd2	16.168	16168
Q8N7N5	Dcaf8	66.031	66031
Q8N9S3	Ahsa2	37.648	37648
Q8QZR1	Tat	50.565	50565
Q8QZR3	Ces2a	61.94	61940
Q8QZR5	Gpt	55.142	55142
Q8QZS1	Hibch	43.037	43037
Q8QZT1	Acat1	44.816	44816
Q8QZY1	Eif3l	66.612	66612
Q8QZY2	Glyctk	55.292	55292
Q8QZY6	Tspan14	30.673	30673
Q8QZY9	Sf3b4	44.355	44355
Q8QZZ7	Tprkb	19.556	19556
Q8R001	Mapre2	36.946	36946
Q8R010	Aimp2	35.377	35377
Q8R016	Blmh	52.511	52511
Q8R033	Lyrm2	10.38	10380
Q8R035	Ict1	23.477	23477
Q8R050;Q149F3	Gspt1	68.625	68625
Q8R059	Gale	38.224	38224
Q8R081	Hnrnpl	63.963	63963
Q8R086	Suox	60.755	60755
Q8R0F6	Ilkap	42.774	42774
Q8R0F8	Fahd1	25.172	25172
Q8R0F9	Sec14l4	46.053	46053
Q8R0G7	Spns1	56.708	56708
Q8R0G9	Nup133	128.62	128620
Q8R0H9;Q6P5E6;Q8BMI3	Gga1	69.971	69971
Q8R0J7	Vps37b	31.055	31055
Q8R0J8	Idnk	19.981	19981
Q8R0K2	Trim31	57.127	57127
Q8R0N6	Adhfe1	49.937	49937
Q8R0P4	Aamdc	13.244	13244
Q8R0V5	Ido2	45.255	45255
Q8R0W0	Eppk1	723.3	723300
Q8R0X7	Sgpl1	63.676	63676
Q8R0Y6	Aldh1l1	98.708	98708
Q8R0Y8	Slc25a42	35.24	35240
Q8R104	Sirt3	36.614	36614
Q8R121	Serpina10	51.797	51797
Q8R123	Flad1	54.766	54766
Q8R146	Apeh	81.58	81580
Q8R151	Znfx1	218.83	218830
Q8R164	Bphl	32.851	32851
Q8R180	Ero1l	54.084	54084
Q8R183	Timd2	33.504	33504
Q8R191	Syngr3	24.561	24561
Q8R1B4	Eif3c	105.53	105530
Q8R1F1	Fam129b	84.818	84818
Q8R1G2	Cmbl	27.902	27902
Q8R1I1	Uqcr10	7.4454	7445.4
Q8R1J1	Tm6sf2	43.026	43026
Q8R1K1	Ubac2	39.056	39056
Q8R1K4	Phykpl	51.965	51965
Q8R1M0	Hmces	40.168	40168
Q8R1N4	Nudcd3	40.89	40890
Q8R1Q8	Dync1li1	56.614	56614
Q8R1Q9	Rbks	34.119	34119
Q8R1S0	Coq6	51.392	51392
Q8R1S4	Mtss1	82.407	82407
Q8R1S9	Slc38a4	60.463	60463
Q8R1T1	Chmp7	50.632	50632
Q8R1T4	Slc35a3	35.976	35976
Q8R1U1	Cog4	88.66	88660
Q8R1V4;Q9D2R4	Tmed4	26.022	26022
Q8R1W8	Impg1	89.473	89473
Q8R1X6	Spg20	72.654	72654
Q8R1Y2		23.465	23465
Q8R205	Zc3h10	46.12	46120
Q8R216	Sirt4	37.525	37525
Q8R238	Sdsl	34.732	34732
Q8R242	Ctbs	41.295	41295
Q8R2E9	Ero1lb	53.517	53517
Q8R2G6	Ccdc80	107.61	107610
Q8R2K1	Fuom	16.805	16805
Q8R2Q4	Gfm2	86.108	86108
Q8R2Q8	Bst2	19.152	19152
Q8R2U0	Seh1l	39.774	39774
Q8R2U6;P0C028;P0C027	Nudt4;Nudt11;Nudt10	20.156	20156
Q8R2V5	Adap2	43.989	43989
Q8R2Y0	Abhd6	38.204	38204
Q8R2Y2	Mcam	71.545	71545
Q8R2Y8	Ptrh2	19.526	19526
Q8R307	Vps18	110.22	110220
Q8R313	Exoc6	93.076	93076
Q8R317	Ubqln1	61.976	61976
Q8R326	Pspc1	58.758	58758
Q8R332	Nupl1	59.445	59445
Q8R366	Igsf8	65.01	65010
Q8R395	Commd5	24.493	24493
Q8R3B7	Brd8	102.61	102610
Q8R3C0	Mcmbp	72.89	72890
Q8R3D1	Tbc1d13	46.452	46452
Q8R3F5	Mcat	41.928	41928
Q8R3L2	Tcf25	76.684	76684
Q8R3N6	Thoc1	75.435	75435
Q8R3P0	Aspa	35.344	35344
Q8R3P6	Vwa9	57.236	57236
Q8R3Q0	Saraf	35.856	35856
Q8R3Q6	Ccdc58	16.665	16665
Q8R3S6	Exoc1	101.89	101890
Q8R3V5	Sh3glb2	44.503	44503
Q8R404	Qil1	13.373	13373
Q8R409	Hexim1	40.243	40243
Q8R480	Nup85	74.775	74775
Q8R4C2	Rufy2	70.092	70092
Q8R4H2	Arhgef12	172.35	172350
Q8R4H7	Nags	57.488	57488
Q8R4N0	Clybl	37.548	37548
Q8R4U0	Stab2	277.53	277530
Q8R4U7	Luzp1	119.31	119310
Q8R4X3	Rbm12	102.8	102800
Q8R4Y4	Stab1	276.25	276250
Q8R516	Mib2	105.96	105960
Q8R519	Acmsd	38.027	38027
Q8R554;B2RUR8	Otud7a;Otud7b	100.8	100800
Q8R570	Snap47	46.524	46524
Q8R574	Prpsap2	40.88	40880
Q8R5A3	Apbb1ip	74.318	74318
Q8R5C5	Actr1b	42.281	42281
Q8R5F7	Ifih1	115.97	115970
Q8R5H1	Usp15	112.32	112320
Q8R5J9	Arl6ip5	21.557	21557
Q8R5K2	Usp33	102.73	102730
Q8R5L3	Vps39	101.69	101690
Q8R5M8	Cadm1	49.788	49788
Q8VBT0	Tmx1	31.395	31395
Q8VBT2	Sds	34.593	34593
Q8VBT9	Aspscr1	59.795	59795
Q8VBV3	Exosc2	32.631	32631
Q8VBV7	Cops8	23.255	23255
Q8VBW6	Nae1	60.273	60273
Q8VBW8	Ttc36	20.132	20132
Q8VBX6	Mpdz	218.71	218710
Q8VBZ0	Dhrsx	35.957	35957
Q8VBZ3	Clptm1	75.29	75290
Q8VC12	Uroc1	74.589	74589
Q8VC19	Alas1	71.017	71017
Q8VC26	Tlcd2	34.139	34139
Q8VC28	Akr1c13	37.057	37057
Q8VC30	Dak	59.69	59690
Q8VC48	Pex12	40.633	40633
Q8VC49	Ifi27l2b	27.772	27772
Q8VC52	Rbpms2	22.462	22462
Q8VC85	Lsm1	15.236	15236
Q8VC97	Upb1	43.937	43937
Q8VCA8	Scrn2	46.6	46600
Q8VCB3;Q9Z1E4	Gys2	80.87	80870
Q8VCC1	Hpgd	29.18	29180
Q8VCC2	Ces1	62.679	62679
Q8VCF0	Mavs	53.398	53398
Q8VCG4	C8g	22.508	22508
Q8VCH0	Acaa1b	43.995	43995
Q8VCH6	Dhcr24	60.112	60112
Q8VCH7	Rdh10	38.075	38075
Q8VCH8	Ubxn4	56.471	56471
Q8VCI0	Plbd1	62.998	62998
Q8VCI5	Pex19	32.733	32733
Q8VCL2	Sco2	28.944	28944
Q8VCM3	Zfyve21	26.047	26047
Q8VCM7	Fgg	49.391	49391
Q8VCM8	Ncln	62.907	62907
Q8VCN5	Cth	43.567	43567
Q8VCR2	Hsd17b13	33.458	33458
Q8VCR7	Abhd14b	22.45	22450
Q8VCT3	Rnpep	72.415	72415
Q8VCT4;A2ARZ3	Ces1d	61.787	61787
Q8VCU1	Ces3b	63.352	63352
Q8VCW8	Acsf2	67.95	67950
Q8VCX1	Akr1d1	37.289	37289
Q8VCX5	Micu1	54.352	54352
Q8VCZ9	Prodh2	50.723	50723
Q8VD00	Tmem97	20.811	20811
Q8VD04	Gripap1	92.714	92714
Q8VD31	Tapbpl	48.732	48732
Q8VD57	Sft2d2	17.499	17499
Q8VD62	Bles03	31.845	31845
Q8VD63	Tspyl4	44.811	44811
Q8VD65	Pik3r4	152.6	152600
Q8VD66	Abhd4	38.86	38860
Q8VD75	Hip1	115.2	115200
Q8VDC0	Lars2	101.48	101480
Q8VDC1	Fyco1	162.33	162330
Q8VDD5	Myh9	226.37	226370
Q8VDD8	Wash1	51.658	51658
Q8VDF3	Dapk2	42.778	42778
Q8VDG3	Parn	71.558	71558
Q8VDG5	Ppcs	33.794	33794
Q8VDG7	Pafah2	43.561	43561
Q8VDH1	Fbxo21	72.172	72172
Q8VDI7	Ubac1	45.53	45530
Q8VDJ3	Hdlbp	141.74	141740
Q8VDK1	Nit1	35.705	35705
Q8VDL4	Adpgk	53.902	53902
Q8VDM4	Psmd2	100.2	100200
Q8VDM6	Hnrnpul1	96.001	96001
Q8VDN2;Q64436	Atp1a1	112.98	112980
Q8VDP2		25.594	25594
Q8VDP4	Ccar2	103	103000
Q8VDP6	Cdipt	23.599	23599
Q8VDQ1	Ptgr2	38.015	38015
Q8VDQ8	Sirt2	43.256	43256
Q8VDS8	Stx18	38.381	38381
Q8VDT9	Mrpl50	18.213	18213
Q8VDU5	Snrk	81.912	81912
Q8VDV8	Mitd1	28.847	28847
Q8VDW0	Ddx39a	49.067	49067
Q8VDZ4	Zdhhc5	77.5	77500
Q8VE01	Dusp18	21.118	21118
Q8VE09	Ttc39c	65.444	65444
Q8VE19	Mios	98.334	98334
Q8VE22	Mrps23	20.348	20348
Q8VE33	Gdap1l1	42.317	42317
Q8VE37	Rcc1	44.93	44930
